Rtoe_off,Rfeet_adjacent,Rtibia_vertical,Rinitial_contact,Rfoot_flat,Rheel_rise,R__oppo_heel,Ltoe_off,Lfeet_adjacent,Ltibia_vertical,Linitial_contact,Lfoot_flat,Lheel_rise,L__oppo_heel
44252,44258,44270,44286,44298,44427,44332,44204,44208,44222,44235,44252,44285,44286
44347,44352,44365,44381,44393,44523,44426,44298,44302,44316,44332,44347,44380,44381
44442,44447,44460,44477,44489,44614,44521,44393,44397,44412,44426,44442,44475,44477
44537,44539,44553,44566,44580,44708,44614,44489,44495,44509,44521,44537,44567,44566
44628,44633,44647,44662,44674,44803,44707,44580,44585,44599,44614,44628,44661,44662
44723,44729,44742,44760,44771,44898,44800,44674,44679,44693,44707,44723,44757,44760
44817,44822,44835,44853,44865,44990,44896,44771,44774,44789,44800,44817,44851,44853
44912,44917,44931,44945,44959,45086,44993,44865,44870,44884,44896,44912,44946,44945
45004,45010,45023,45039,45051,45184,45085,44959,44962,44975,44993,45004,45038,45039
45100,45106,45119,45137,45150,45279,45180,45051,45056,45071,45085,45100,45135,45137
45198,45203,45217,45232,45244,45380,45280,45150,45155,45169,45180,45198,45231,45232
45294,45299,45312,45329,45341,45481,45375,45244,45249,45264,45280,45294,45327,45329
45394,45402,45416,45432,45445,45586,45478,45341,45349,45365,45375,45394,45431,45432
45495,45501,45515,45533,45548,45694,45587,45445,45451,45466,45478,45495,45532,45533
45600,45608,45624,45636,45655,45797,45696,45548,45557,45572,45587,45600,45640,45636
45709,45720,45737,45750,45763,45893,45796,45655,45668,45678,45696,45709,45751,45750
45812,45818,45831,45852,45860,45992,45891,45763,45769,45782,45796,45812,45846,45852
45908,45915,45927,45946,45958,46084,45991,45860,45864,45877,45891,45908,45943,45946
46006,46012,46027,46041,46052,46181,46083,45958,45963,45977,45991,46006,46040,46041
46098,46103,46117,46133,46145,46275,46183,46052,46056,46069,46083,46098,46132,46133
46196,46201,46214,46230,46243,46374,46275,46145,46151,46166,46183,46196,46229,46230
46289,46295,46309,46326,46338,46472,46371,46243,46246,46260,46275,46289,46324,46326
46389,46396,46409,46429,46439,46571,46469,46338,46344,46358,46371,46389,46425,46429
46486,46492,46507,46523,46534,46670,46568,46439,46443,46457,46469,46486,46521,46523
46585,46591,46605,46622,46634,46771,46669,46534,46541,46556,46568,46585,46620,46622
46685,46692,46706,46724,46735,46872,46769,46634,46639,46654,46669,46685,46721,46724
46786,46795,46807,46826,46839,46974,46871,46735,46742,46756,46769,46786,46824,46826
46887,46896,46909,46926,46938,47073,46972,46839,46843,46856,46871,46887,46924,46926
46989,46996,47009,47026,47038,47174,47072,46938,46944,46958,46972,46989,47024,47026
47088,47095,47108,47129,47138,47279,47172,47038,47044,47057,47072,47088,47124,47129
47189,47196,47210,47231,47243,47382,47277,47138,47144,47158,47172,47189,47227,47231
47295,47303,47316,47338,47347,47487,47381,47243,47249,47263,47277,47295,47332,47338
47397,47406,47420,47438,47451,47597,47483,47347,47352,47367,47381,47397,47436,47438
47503,47513,47526,47546,47558,47700,47593,47451,47457,47471,47483,47503,47543,47546
47612,47620,47632,47651,47664,47803,47697,47558,47567,47581,47593,47612,47649,47651
47715,47725,47736,47759,47769,47926,47800,47664,47670,47684,47697,47715,47753,47759
47818,47831,47842,47866,47881,48045,47918,47769,47773,47787,47800,47818,47862,47866
