R_initial_swing,R_mid_swing,R_terminal_swing,R_loading_response,R_mid_stance,R_terminal_stance,R_pre_swing,R_one_response,R_two_response,R_one_distance,R_two_distance,R_swing_phase,R_stance_phase,L_initial_swing,L_mid_swing,L_terminal_swing,L_loading_response,L_mid_stance,L_terminal_stance,L_pre_swing,L_one_response,L_two_response,L_one_distance,L_two_distance,L_swing_phase,L_stance_phase
6.8,12.62,16.5,11.65,7.77,33.98,10.68,77.67,22.33,0.49,1.03,35.92,64.08,7.48,13.08,21.5,12.15,6.54,28.04,11.21,76.64,23.36,0.58,1.07,42.06,57.94
6.8,12.62,19.42,10.68,5.83,33.01,11.65,77.68,22.33,0.51,1.03,38.84,61.17,7.62,12.38,20.95,10.48,6.67,31.43,10.48,79.05,20.96,0.54,1.05,40.95,59.06
7.62,12.38,17.14,11.43,6.67,31.43,13.33,75.24,24.76,0.51,1.05,37.14,62.86,5.83,12.62,20.39,11.65,7.77,30.1,11.65,76.71,23.3,0.52,1.03,38.84,61.17
7.69,13.46,16.35,12.5,4.81,30.77,14.42,73.08,26.92,0.52,1.04,37.5,62.5,6.6,12.26,18.87,13.21,7.55,29.25,12.26,74.53,25.47,0.54,1.06,37.73,62.27
8.74,12.62,17.48,10.68,7.77,31.07,11.65,77.68,22.33,0.51,1.03,38.84,61.17,4.85,13.59,17.48,14.56,8.74,30.1,10.68,74.76,25.24,0.52,1.03,35.92,64.08
6.86,12.75,16.67,11.76,5.88,33.33,12.75,75.49,24.51,0.49,1.02,36.28,63.72,7.92,12.87,18.81,11.88,6.93,29.7,11.88,76.23,23.76,0.52,1.01,39.6,60.39
7.77,12.62,16.5,12.62,4.85,34.95,10.68,76.69,23.3,0.51,1.03,36.89,63.1,5.77,13.46,19.23,12.5,7.69,28.85,12.5,75.0,25.0,0.53,1.04,38.46,61.54
8.65,10.58,18.27,10.58,5.77,34.62,11.54,77.89,22.12,0.5,1.04,37.5,62.51,4.9,12.75,22.55,10.78,8.82,29.41,10.78,78.43,21.56,0.52,1.02,40.2,59.79
8.74,12.62,16.5,10.68,6.8,32.04,12.62,76.7,23.3,0.5,1.03,37.86,62.14,5.77,11.54,23.08,11.54,8.65,28.85,10.58,77.89,22.12,0.54,1.04,40.39,59.62
5.71,12.38,19.05,10.48,7.62,30.48,14.29,75.24,24.77,0.5,1.05,37.14,62.87,6.8,13.59,18.45,12.62,5.83,32.04,10.68,76.71,23.3,0.53,1.03,38.84,61.17
6.0,13.0,19.0,11.0,7.0,32.0,12.0,77.0,23.0,0.49,1.0,38.0,62.0,7.69,13.46,17.31,14.42,5.77,30.77,10.58,75.0,25.0,0.55,1.04,38.46,61.54
6.86,12.75,18.63,10.78,5.88,32.35,12.75,76.47,23.53,0.5,1.02,38.24,61.76,6.93,12.87,18.81,11.88,6.93,31.68,10.89,77.22,22.77,0.51,1.01,38.61,61.38
7.69,12.5,18.27,9.62,6.73,32.69,12.5,77.88,22.12,0.5,1.04,38.46,61.54,5.88,12.75,19.61,12.75,7.84,31.37,9.8,77.45,22.55,0.52,1.02,38.24,61.76
7.07,13.13,16.16,11.11,6.06,31.31,15.15,73.73,26.26,0.47,0.99,36.36,63.63,6.93,12.87,20.79,12.87,6.93,28.71,10.89,76.23,23.76,0.54,1.01,40.59,59.4
6.8,12.62,17.48,10.68,7.77,32.04,12.62,76.71,23.3,0.49,1.03,36.9,63.11,5.94,11.88,18.81,14.85,6.93,30.69,10.89,74.25,25.74,0.52,1.01,36.63,63.36
