R_initial_swing,R_mid_swing,R_terminal_swing,R_loading_response,R_mid_stance,R_terminal_stance,R_pre_swing,R_one_response,R_two_response,R_one_distance,R_two_distance,R_swing_phase,R_stance_phase,L_initial_swing,L_mid_swing,L_terminal_swing,L_loading_response,L_mid_stance,L_terminal_stance,L_pre_swing,L_one_response,L_two_response,L_one_distance,L_two_distance,L_swing_phase,L_stance_phase
5.77,12.5,18.27,10.58,8.65,31.73,12.5,76.92,23.08,0.49,1.04,36.54,63.46,7.77,12.62,19.42,12.62,5.83,31.07,10.68,76.71,23.3,0.54,1.03,39.81,60.2
9.26,11.11,16.67,11.11,6.48,31.48,13.89,75.0,25.0,0.52,1.08,37.04,62.96,8.41,10.28,20.56,12.15,9.35,28.04,11.21,76.64,23.36,0.55,1.07,39.25,60.75
6.31,12.61,15.32,12.61,5.41,25.23,22.52,64.88,35.13,0.52,1.11,34.24,65.77,6.48,12.04,19.44,13.89,6.48,28.7,12.96,73.14,26.85,0.56,1.08,37.96,62.03
8.41,13.08,14.95,14.02,10.28,25.23,14.02,71.95,28.04,0.54,1.07,36.44,63.55,5.31,11.5,13.27,22.12,7.96,26.55,13.27,64.59,35.39,0.59,1.13,30.08,69.9
10.34,15.52,17.24,13.79,8.62,23.28,11.21,75.0,25.0,0.66,1.16,43.1,56.9,9.24,10.92,11.76,12.61,10.08,31.93,13.45,73.93,26.06,0.53,1.19,31.92,68.07
5.15,14.43,15.46,12.37,6.19,30.93,15.46,72.16,27.83,0.46,0.97,35.04,64.95,10.42,12.5,15.62,13.54,5.21,30.21,12.5,73.96,26.04,0.5,0.96,38.54,61.46
7.69,12.5,16.35,12.5,8.65,28.85,13.46,74.04,25.96,0.51,1.04,36.54,63.46,5.88,12.75,16.67,14.71,7.84,29.41,12.75,72.55,27.46,0.51,1.02,35.3,64.71
7.0,13.0,18.0,12.0,6.0,32.0,12.0,76.0,24.0,0.5,1.0,38.0,62.0,8.74,12.62,16.5,13.59,6.8,30.1,11.65,74.76,25.24,0.53,1.03,37.86,62.14
7.84,12.75,17.65,11.76,4.9,31.37,13.73,74.51,25.49,0.51,1.02,38.24,61.76,5.94,12.87,18.81,11.88,7.92,30.69,11.88,76.23,23.76,0.5,1.01,37.62,62.37
7.62,13.33,17.14,11.43,8.57,27.62,14.29,74.28,25.72,0.52,1.05,38.09,61.91,4.85,13.59,17.48,13.59,7.77,31.07,11.65,74.76,25.24,0.51,1.03,35.92,64.08
6.8,12.62,17.48,11.65,6.8,29.13,15.53,72.83,27.18,0.5,1.03,36.9,63.11,8.74,11.65,16.5,14.56,6.8,30.1,11.65,73.79,26.21,0.53,1.03,36.89,63.11
7.62,13.33,15.24,12.38,8.57,27.62,15.24,72.38,27.62,0.51,1.05,36.19,63.81,6.73,12.5,16.35,15.38,7.69,28.85,12.5,72.12,27.88,0.53,1.04,35.58,64.42
6.93,13.86,16.83,12.87,6.93,30.69,11.88,75.24,24.75,0.51,1.01,37.62,62.37,8.57,12.38,15.24,15.24,6.67,29.52,12.38,72.38,27.62,0.54,1.05,36.19,63.81
7.77,12.62,17.48,11.65,6.8,31.07,12.62,75.74,24.27,0.51,1.03,37.87,62.14,6.93,12.87,17.82,11.88,7.92,30.69,11.88,76.23,23.76,0.5,1.01,37.62,62.37
7.0,13.0,18.0,13.0,6.0,29.0,14.0,73.0,27.0,0.51,1.0,38.0,62.0,6.8,12.62,18.45,12.62,6.8,30.1,12.62,74.77,25.24,0.52,1.03,37.87,62.14
5.88,12.75,15.69,12.75,6.86,32.35,13.73,73.53,26.48,0.48,1.02,34.32,65.69,6.19,13.4,16.49,14.43,6.19,29.9,13.4,72.17,27.83,0.49,0.97,36.08,63.92
8.65,12.5,17.31,12.5,7.69,27.88,13.46,74.03,25.96,0.53,1.04,38.46,61.53,6.54,13.08,17.76,13.08,8.41,28.97,12.15,74.76,25.23,0.54,1.07,37.38,62.61
9.0,14.0,17.0,13.0,7.0,28.0,12.0,75.0,25.0,0.53,1.0,40.0,60.0,7.69,12.5,15.38,13.46,8.65,29.81,12.5,74.03,25.96,0.51,1.04,35.57,64.42
6.0,13.0,15.0,13.0,8.0,30.0,15.0,72.0,28.0,0.47,1.0,34.0,66.0,7.45,13.83,15.96,12.77,6.38,29.79,13.83,73.41,26.6,0.47,0.94,37.24,62.77
9.71,12.62,17.48,12.62,3.88,31.07,12.62,74.76,25.24,0.54,1.03,39.81,60.19,7.48,12.15,15.89,14.02,9.35,28.97,12.15,73.84,26.17,0.53,1.07,35.52,64.49
8.74,12.62,17.48,11.65,6.8,29.13,13.59,74.77,25.24,0.52,1.03,38.84,61.17,3.96,12.87,18.81,12.87,8.91,30.69,11.88,75.24,24.75,0.49,1.01,35.64,64.35
6.54,13.08,16.82,11.21,6.54,29.91,15.89,72.89,27.1,0.51,1.07,36.44,63.55,6.86,12.75,16.67,13.73,6.86,31.37,11.76,74.51,25.49,0.51,1.02,36.28,63.72
7.55,12.26,16.98,10.38,8.49,30.19,14.15,75.47,24.53,0.5,1.06,36.79,63.21,6.6,13.21,16.98,16.04,7.55,29.25,10.38,73.59,26.42,0.56,1.06,36.79,63.22
6.86,12.75,18.63,11.76,5.88,32.35,11.76,76.47,23.52,0.51,1.02,38.24,61.75,8.41,13.08,16.82,14.02,6.54,29.91,11.21,74.76,25.23,0.56,1.07,38.31,61.68
6.6,13.21,17.92,11.32,5.66,32.08,13.21,75.47,24.53,0.52,1.06,37.73,62.27,5.83,12.62,19.42,11.65,6.8,32.04,11.65,76.71,23.3,0.51,1.03,37.87,62.14
7.69,13.46,17.31,11.54,5.77,29.81,14.42,74.04,25.96,0.52,1.04,38.46,61.54,5.66,13.21,18.87,13.21,7.55,30.19,11.32,75.48,24.53,0.54,1.06,37.74,62.27
6.67,12.38,17.14,11.43,8.57,30.48,13.33,75.24,24.76,0.5,1.05,36.19,63.81,5.88,12.75,17.65,14.71,6.86,30.39,11.76,73.53,26.47,0.52,1.02,36.28,63.72
6.54,13.08,16.82,11.21,7.48,32.71,12.15,76.63,23.36,0.51,1.07,36.44,63.55,8.49,12.26,17.92,13.21,6.6,30.19,11.32,75.46,24.53,0.55,1.06,38.67,61.32
8.26,11.93,16.51,10.09,8.26,28.44,16.51,73.4,26.6,0.51,1.09,36.7,63.3,7.48,12.15,20.56,12.15,8.41,28.97,10.28,77.57,22.43,0.56,1.07,40.19,59.81
9.91,11.71,18.02,10.81,6.31,27.93,15.32,73.88,26.13,0.56,1.11,39.64,60.37,7.89,10.53,16.67,15.79,9.65,28.95,10.53,73.69,26.32,0.58,1.14,35.09,64.92
9.84,12.3,14.75,14.75,9.02,22.95,16.39,68.86,31.14,0.63,1.22,36.89,63.11,5.93,11.02,15.25,14.41,10.17,27.97,15.25,70.34,29.66,0.55,1.18,32.2,67.8
7.83,15.65,10.43,17.39,10.43,25.22,13.04,69.56,30.43,0.59,1.15,33.91,66.08,9.32,9.32,14.41,16.95,7.63,25.42,16.95,66.1,33.9,0.59,1.18,33.05,66.95
10.58,13.46,15.38,12.5,7.69,27.88,12.5,74.99,25.0,0.54,1.04,39.42,60.57,10.91,10.0,16.36,13.64,10.0,27.27,11.82,74.54,25.46,0.56,1.1,37.27,62.73
5.94,13.86,16.83,12.87,5.94,30.69,13.86,73.26,26.73,0.5,1.01,36.63,63.36,8.0,13.0,16.0,13.0,6.0,31.0,13.0,74.0,26.0,0.5,1.0,37.0,63.0
6.86,12.75,16.67,11.76,5.88,32.35,13.73,74.51,25.49,0.49,1.02,36.28,63.72,6.0,13.0,18.0,14.0,7.0,30.0,12.0,74.0,26.0,0.51,1.0,37.0,63.0
6.8,12.62,16.5,12.62,5.83,32.04,13.59,73.79,26.21,0.5,1.03,35.92,64.08,5.83,13.59,18.45,13.59,6.8,29.13,12.62,73.8,26.21,0.53,1.03,37.87,62.14
6.73,12.5,17.31,11.54,6.73,30.77,14.42,74.04,25.96,0.5,1.04,36.54,63.46,5.83,12.62,19.42,13.59,6.8,30.1,11.65,74.77,25.24,0.53,1.03,37.87,62.14
7.84,12.75,15.69,12.75,5.88,29.41,15.69,71.57,28.44,0.5,1.02,36.28,63.73,6.73,12.5,18.27,14.42,7.69,27.88,12.5,73.07,26.92,0.54,1.04,37.5,62.49
5.88,12.75,16.67,12.75,8.82,29.41,13.73,73.53,26.48,0.49,1.02,35.3,64.71,5.94,12.87,16.83,15.84,5.94,29.7,12.87,71.28,28.71,0.52,1.01,35.64,64.35
8.57,12.38,17.14,11.43,6.67,31.43,12.38,76.19,23.81,0.52,1.05,38.09,61.91,8.57,12.38,16.19,13.33,8.57,29.52,11.43,75.23,24.76,0.53,1.05,37.14,62.85
6.73,12.5,17.31,11.54,5.77,33.65,12.5,75.96,24.04,0.5,1.04,36.54,63.46,6.8,13.59,18.45,12.62,6.8,30.1,11.65,75.74,24.27,0.53,1.03,38.84,61.17
9.8,12.75,16.67,10.78,4.9,33.33,11.76,77.45,22.54,0.51,1.02,39.22,60.77,5.71,12.38,20.95,12.38,9.52,28.57,10.48,77.13,22.86,0.54,1.05,39.04,60.95
6.8,11.65,18.45,11.65,7.77,29.13,14.56,73.8,26.21,0.5,1.03,36.9,63.11,4.95,13.86,19.8,11.88,6.93,30.69,11.88,76.23,23.76,0.51,1.01,38.61,61.38
5.77,12.5,17.31,11.54,7.69,30.77,14.42,74.04,25.96,0.49,1.04,35.58,64.42,7.84,12.75,16.67,14.71,5.88,30.39,11.76,73.53,26.47,0.53,1.02,37.26,62.74
6.73,11.54,20.19,9.62,6.73,30.77,14.42,75.96,24.04,0.5,1.04,38.46,61.54,7.62,13.33,17.14,14.29,6.67,31.43,9.52,76.19,23.81,0.55,1.05,38.09,61.91
5.88,13.73,17.65,10.78,5.88,34.31,11.76,77.45,22.54,0.49,1.02,37.26,62.73,6.8,13.59,17.48,14.56,5.83,31.07,10.68,74.77,25.24,0.54,1.03,37.87,62.14
6.8,12.62,16.5,11.65,6.8,31.07,14.56,73.79,26.21,0.49,1.03,35.92,64.08,5.88,12.75,21.57,11.76,6.86,29.41,11.76,76.47,23.52,0.53,1.02,40.2,59.79
8.57,14.29,17.14,10.48,6.67,30.48,12.38,77.15,22.86,0.53,1.05,40.0,60.01,6.54,13.08,16.82,14.02,8.41,30.84,10.28,75.69,24.3,0.54,1.07,36.44,63.55
6.86,12.75,16.67,11.76,5.88,31.37,14.71,73.53,26.47,0.49,1.02,36.28,63.72,6.93,11.88,19.8,12.87,6.93,29.7,11.88,75.24,24.75,0.52,1.01,38.61,61.38
4.95,12.87,17.82,11.88,5.94,32.67,13.86,74.25,25.74,0.48,1.01,35.64,64.35,5.94,12.87,18.81,14.85,4.95,30.69,11.88,73.26,26.73,0.53,1.01,37.62,62.37
7.0,14.0,17.0,11.0,5.0,33.0,13.0,76.0,24.0,0.49,1.0,38.0,62.0,5.88,13.73,18.63,13.73,6.86,30.39,10.78,75.49,24.51,0.53,1.02,38.24,61.76
6.93,12.87,15.84,11.88,6.93,28.71,16.83,71.28,28.71,0.48,1.01,35.64,64.35,5.05,14.14,19.19,13.13,7.07,29.29,12.12,74.74,25.25,0.51,0.99,38.38,61.61
8.08,13.13,18.18,10.1,6.06,29.29,15.15,74.74,25.25,0.49,0.99,39.39,60.6,6.86,13.73,14.71,16.67,7.84,30.39,9.8,73.53,26.47,0.53,1.02,35.3,64.7
6.67,12.38,16.19,12.38,6.67,29.52,16.19,71.43,28.57,0.5,1.05,35.24,64.76,6.0,14.0,15.0,15.0,7.0,30.0,13.0,72.0,28.0,0.5,1.0,35.0,65.0
8.41,13.08,14.02,12.15,6.54,28.97,16.82,71.02,28.97,0.51,1.07,35.51,64.48,6.6,14.15,15.09,16.04,8.49,27.36,12.26,71.69,28.3,0.55,1.06,35.84,64.15
7.62,13.33,17.14,12.38,5.71,26.67,17.14,70.47,29.52,0.53,1.05,38.09,61.9,6.42,12.84,15.6,16.51,7.34,29.36,11.93,71.56,28.44,0.56,1.09,34.86,65.14
12.28,13.16,12.28,13.16,8.77,24.56,15.79,71.05,28.95,0.58,1.14,37.72,62.28,5.45,11.82,13.64,16.36,12.73,26.36,13.64,70.0,30.0,0.52,1.1,30.91,69.09
10.83,15.83,14.17,15.0,8.33,22.5,13.33,71.66,28.33,0.67,1.2,40.83,59.16,8.13,8.94,13.82,14.63,10.57,29.27,14.63,70.73,29.26,0.56,1.23,30.89,69.1
7.69,11.54,18.27,11.54,6.73,27.88,16.35,72.11,27.89,0.51,1.04,37.5,62.5,9.62,11.54,14.42,15.38,7.69,29.81,11.54,73.08,26.92,0.53,1.04,35.58,64.42
7.55,12.26,16.04,12.26,7.55,27.36,16.98,70.76,29.24,0.51,1.06,35.85,64.15,6.73,12.5,15.38,16.35,7.69,28.85,12.5,71.15,28.85,0.53,1.04,34.61,65.39
7.69,12.5,17.31,12.5,5.77,30.77,13.46,74.04,25.96,0.52,1.04,37.5,62.5,7.48,13.08,14.02,16.82,7.48,28.97,12.15,71.03,28.97,0.55,1.07,34.58,65.42
6.86,11.76,17.65,11.76,6.86,30.39,14.71,73.52,26.47,0.49,1.02,36.27,63.72,5.94,13.86,17.82,13.86,6.93,29.7,11.88,74.25,25.74,0.52,1.01,37.62,62.37
9.71,11.65,17.48,11.65,4.85,28.16,16.5,71.85,28.15,0.52,1.03,38.84,61.16,6.67,13.33,16.19,14.29,9.52,28.57,11.43,74.28,25.72,0.53,1.05,36.19,63.81
7.22,14.43,17.53,11.34,4.12,31.96,13.4,75.26,24.74,0.49,0.97,39.18,60.82,5.0,13.0,16.0,17.0,7.0,31.0,11.0,72.0,28.0,0.51,1.0,34.0,66.0
8.57,13.33,18.1,11.43,5.71,27.62,15.24,73.33,26.67,0.54,1.05,40.0,60.0,3.92,13.73,16.67,12.75,8.82,32.35,11.76,75.49,24.51,0.48,1.02,34.32,65.68
8.74,14.56,15.53,11.65,6.8,30.1,12.62,75.73,24.27,0.52,1.03,38.83,61.17,5.83,12.62,15.53,15.53,8.74,30.1,11.65,72.82,27.18,0.51,1.03,33.98,66.02
7.55,12.26,16.04,11.32,7.55,32.08,13.21,75.48,24.53,0.5,1.06,35.85,64.16,6.93,12.87,17.82,12.87,7.92,29.7,11.88,75.24,24.75,0.51,1.01,37.62,62.37
5.77,15.38,16.35,11.54,6.73,27.88,16.35,72.11,27.89,0.51,1.04,37.5,62.5,7.48,13.08,18.69,13.08,5.61,30.84,11.21,75.7,24.29,0.56,1.07,39.25,60.74
7.84,12.75,16.67,11.76,6.86,29.41,14.71,73.53,26.47,0.5,1.02,37.26,62.74,6.8,13.59,14.56,16.5,7.77,29.13,11.65,71.85,28.15,0.53,1.03,34.95,65.05
8.82,11.76,16.67,11.76,5.88,32.35,12.75,75.48,24.51,0.5,1.02,37.25,62.74,6.86,13.73,15.69,14.71,8.82,28.43,11.76,73.53,26.47,0.52,1.02,36.28,63.72
7.62,12.38,17.14,10.48,7.62,29.52,15.24,74.28,25.72,0.5,1.05,37.14,62.86,5.88,13.73,18.63,12.75,7.84,30.39,10.78,76.47,23.53,0.52,1.02,38.24,61.76
8.33,12.04,15.74,12.04,9.26,27.78,14.81,73.15,26.85,0.52,1.08,36.11,63.89,7.48,13.08,15.89,14.95,8.41,28.04,12.15,72.9,27.1,0.55,1.07,36.45,63.55
9.62,13.46,17.31,13.46,3.85,29.81,12.5,74.05,25.96,0.56,1.04,40.39,59.62,8.93,12.5,14.29,14.29,8.93,28.57,12.5,73.22,26.79,0.56,1.12,35.72,64.29
7.48,12.15,14.95,12.15,9.35,28.04,15.89,71.97,28.04,0.5,1.07,34.58,65.43,4.08,14.29,17.35,13.27,8.16,29.59,13.27,73.47,26.54,0.48,0.98,35.72,64.29
8.57,11.43,18.1,10.48,8.57,27.62,15.24,74.29,25.72,0.51,1.05,38.1,61.91,9.26,12.04,15.74,15.74,8.33,28.7,10.19,74.07,25.93,0.57,1.08,37.04,62.96
8.74,12.62,16.5,10.68,7.77,30.1,13.59,75.73,24.27,0.5,1.03,37.86,62.14,8.65,13.46,14.42,15.38,8.65,28.85,10.58,74.03,25.96,0.54,1.04,36.53,63.46
6.8,13.59,18.45,12.62,4.85,27.18,16.5,70.87,29.12,0.53,1.03,38.84,61.15,7.55,13.21,16.04,13.21,6.6,31.13,12.26,74.53,25.47,0.53,1.06,36.8,63.2
6.06,14.14,16.16,12.12,6.06,30.3,15.15,72.72,27.27,0.48,0.99,36.36,63.63,5.1,14.29,14.29,17.35,6.12,30.61,12.24,70.41,29.59,0.5,0.98,33.68,66.32
6.6,13.21,15.09,14.15,7.55,27.36,16.04,69.81,30.19,0.52,1.06,34.9,65.1,5.83,13.59,15.53,14.56,6.8,29.13,14.56,70.88,29.12,0.51,1.03,34.95,65.05
6.93,12.87,18.81,10.89,7.92,27.72,14.85,74.25,25.74,0.5,1.01,38.61,61.38,7.69,14.42,13.46,16.35,6.73,30.77,10.58,73.07,26.93,0.54,1.04,35.57,64.43
6.36,12.73,16.36,12.73,6.36,27.27,18.18,69.08,30.91,0.53,1.1,35.45,64.54,7.69,13.46,13.46,14.42,6.73,30.77,13.46,72.11,27.88,0.51,1.04,34.61,65.38
11.61,12.5,16.07,10.71,7.14,29.46,12.5,76.78,23.21,0.57,1.12,40.18,59.81,6.14,12.28,14.04,17.54,11.4,28.07,10.53,71.93,28.07,0.57,1.14,32.46,67.54
8.57,12.38,15.24,12.38,5.71,27.62,18.1,69.52,30.48,0.51,1.05,36.19,63.81,7.55,12.26,18.87,13.21,8.49,27.36,12.26,74.53,25.47,0.55,1.06,38.68,61.32
9.32,12.71,15.25,13.56,10.17,25.42,13.56,72.87,27.12,0.6,1.18,37.28,62.71,5.26,10.53,14.91,16.67,9.65,28.95,14.04,69.3,30.71,0.54,1.14,30.7,69.31
11.76,14.29,10.92,16.81,9.24,24.37,12.61,70.58,29.42,0.64,1.19,36.97,63.03,9.84,10.66,13.93,13.11,11.48,24.59,16.39,70.5,29.5,0.58,1.22,34.43,65.57
12.07,14.66,12.93,12.07,7.76,25.86,14.66,73.28,26.73,0.6,1.16,39.66,60.35,9.57,9.57,15.65,13.04,12.17,27.83,12.17,74.79,25.21,0.55,1.15,34.79,65.21
6.86,13.73,16.67,11.76,5.88,29.41,15.69,72.55,27.45,0.5,1.02,37.26,62.74,8.49,12.26,16.04,16.04,6.6,29.25,11.32,72.64,27.36,0.56,1.06,36.79,63.21
6.93,13.86,14.85,12.87,5.94,27.72,17.82,69.3,30.69,0.49,1.01,35.64,64.35,5.94,13.86,15.84,15.84,6.93,28.71,12.87,71.28,28.71,0.52,1.01,35.64,64.35
8.41,12.15,16.82,12.15,4.67,29.91,15.89,71.96,28.04,0.53,1.07,37.38,62.62,5.71,13.33,13.33,17.14,8.57,29.52,12.38,70.46,29.52,0.52,1.05,32.37,67.61
6.86,13.73,16.67,11.76,7.84,27.45,15.69,72.55,27.45,0.5,1.02,37.26,62.74,4.81,14.42,16.35,16.35,6.73,29.81,11.54,72.12,27.89,0.54,1.04,35.58,64.43
7.55,12.26,15.09,12.26,7.55,32.08,13.21,74.53,25.47,0.5,1.06,34.9,65.1,7.84,13.73,13.73,15.69,7.84,28.43,12.75,71.57,28.44,0.52,1.02,35.3,64.71
7.07,14.14,14.14,14.14,7.07,29.29,14.14,71.71,28.28,0.49,0.99,35.35,64.64,7.62,14.29,18.1,13.33,6.67,26.67,13.33,73.35,26.66,0.56,1.05,40.01,60.0
9.62,12.5,16.35,11.54,7.69,28.85,13.46,75.01,25.0,0.52,1.04,38.47,61.54,6.86,11.76,16.67,13.73,9.8,29.41,11.76,74.5,25.49,0.5,1.02,35.29,64.7
6.73,12.5,18.27,9.62,9.62,26.92,16.35,74.04,25.97,0.49,1.04,37.5,62.51,7.92,12.87,16.83,13.86,6.93,31.68,9.9,76.23,23.76,0.52,1.01,37.62,62.37
3.81,14.29,18.1,12.38,6.67,30.48,14.29,73.35,26.67,0.51,1.05,36.2,63.82,9.43,12.26,14.15,16.04,3.77,32.08,12.26,71.69,28.3,0.55,1.06,35.84,64.15
7.77,12.62,17.48,12.62,4.85,29.13,15.53,71.85,28.15,0.52,1.03,37.87,62.13,6.6,14.15,16.04,14.15,7.55,29.25,12.26,73.59,26.41,0.54,1.06,36.79,63.21
9.62,12.5,16.35,11.54,7.69,28.85,13.46,75.01,25.0,0.52,1.04,38.47,61.54,4.85,13.59,15.53,15.53,9.71,29.13,11.65,72.81,27.18,0.51,1.03,33.97,66.02
5.94,13.86,15.84,11.88,5.94,33.66,12.87,75.24,24.75,0.48,1.01,35.64,64.35,8.0,13.0,17.0,14.0,6.0,30.0,12.0,74.0,26.0,0.52,1.0,38.0,62.0
