R_initial_swing,R_mid_swing,R_terminal_swing,R_loading_response,R_mid_stance,R_terminal_stance,R_pre_swing,R_one_response,R_two_response,R_one_distance,R_two_distance,R_swing_phase,R_stance_phase,L_initial_swing,L_mid_swing,L_terminal_swing,L_loading_response,L_mid_stance,L_terminal_stance,L_pre_swing,L_one_response,L_two_response,L_one_distance,L_two_distance,L_swing_phase,L_stance_phase
6.6,9.43,22.64,10.38,3.77,35.85,11.32,78.29,21.7,0.52,1.06,38.67,61.32,3.81,14.29,21.9,11.43,6.67,31.43,10.48,78.1,21.91,0.54,1.05,40.0,60.01
6.67,10.48,20.95,10.48,3.81,35.24,12.38,77.15,22.86,0.51,1.05,38.1,61.91,3.74,13.08,21.5,12.15,8.41,30.84,10.28,77.57,22.43,0.54,1.07,38.32,61.68
8.18,9.09,20.91,10.0,5.45,34.55,11.82,78.18,21.82,0.53,1.1,38.18,61.82,5.5,13.76,21.1,11.93,6.42,31.19,10.09,77.97,22.02,0.57,1.09,40.36,59.63
6.42,10.09,21.1,10.09,5.5,34.86,11.93,77.97,22.02,0.52,1.09,37.61,62.38,5.45,13.64,20.91,11.82,5.45,30.91,11.82,76.36,23.64,0.57,1.1,40.0,60.0
5.26,8.77,21.05,11.4,7.89,33.33,12.28,76.3,23.68,0.53,1.14,35.08,64.9,8.11,12.61,21.62,12.61,5.41,30.63,9.01,78.38,21.62,0.61,1.11,42.34,57.66
5.66,11.32,20.75,9.43,6.6,34.91,11.32,79.24,20.75,0.5,1.06,37.73,62.26,6.36,10.91,22.73,10.91,8.18,30.0,10.91,78.18,21.82,0.56,1.1,40.0,60.0
8.33,9.26,21.3,11.11,2.78,34.26,12.96,75.93,24.07,0.54,1.08,38.89,61.11,2.83,13.21,21.7,13.21,8.49,31.13,9.43,77.36,22.64,0.54,1.06,37.74,62.26
8.57,9.52,21.9,9.52,3.81,35.24,11.43,79.04,20.95,0.52,1.05,39.99,60.0,3.77,13.21,21.7,11.32,8.49,31.13,10.38,78.3,21.7,0.53,1.06,38.68,61.32
8.26,9.17,21.1,10.09,5.5,33.94,11.93,77.97,22.02,0.53,1.09,38.53,61.46,5.66,13.21,21.7,12.26,7.55,31.13,8.49,79.25,20.75,0.56,1.06,40.57,59.43
7.77,8.74,23.3,8.74,3.88,35.92,11.65,79.61,20.39,0.5,1.03,39.81,60.19,3.81,10.48,24.76,11.43,7.62,32.38,9.52,79.05,20.95,0.53,1.05,39.05,60.95
7.48,10.28,21.5,9.35,4.67,35.51,11.21,79.44,20.56,0.52,1.07,39.26,60.74,4.67,13.08,22.43,11.21,8.41,31.78,8.41,80.37,19.62,0.55,1.07,40.18,59.81
8.41,9.35,22.43,8.41,3.74,35.51,12.15,79.44,20.56,0.52,1.07,40.19,59.81,3.7,12.04,23.15,12.04,6.48,32.41,10.19,77.78,22.23,0.55,1.08,38.89,61.12
6.31,9.91,21.62,9.91,5.41,35.14,11.71,78.39,21.62,0.53,1.11,37.84,62.17,5.26,12.28,21.93,11.4,7.89,30.7,10.53,78.06,21.93,0.58,1.14,39.47,60.52
7.56,8.4,21.01,10.08,7.56,31.09,14.29,75.62,24.37,0.56,1.19,36.97,63.02,7.56,11.76,19.33,14.29,10.08,28.57,8.4,77.3,22.69,0.63,1.19,38.65,61.34
10.62,10.62,19.47,8.85,5.31,32.74,12.39,78.76,21.24,0.56,1.13,40.71,59.29,5.5,12.84,21.1,12.84,7.34,31.19,9.17,77.97,22.01,0.57,1.09,39.44,60.54
7.34,9.17,22.02,9.17,5.5,34.86,11.93,78.89,21.1,0.52,1.09,38.53,61.46,5.5,12.84,22.02,11.93,8.26,30.28,9.17,78.9,21.1,0.57,1.09,40.36,59.64
8.41,10.28,20.56,9.35,4.67,34.58,12.15,78.5,21.5,0.52,1.07,39.25,60.75,4.72,13.21,21.7,12.26,6.6,33.02,8.49,79.25,20.75,0.55,1.06,39.63,60.37
6.54,9.35,23.36,8.41,6.54,33.64,12.15,79.43,20.56,0.51,1.07,39.25,60.74,6.54,13.08,20.56,12.15,5.61,31.78,10.28,77.57,22.43,0.56,1.07,40.18,59.82
5.66,10.38,21.7,10.38,4.72,34.91,12.26,77.37,22.64,0.51,1.06,37.74,62.27,4.72,12.26,22.64,12.26,6.6,32.08,9.43,78.3,21.69,0.55,1.06,39.62,60.37
6.54,10.28,21.5,9.35,5.61,34.58,12.15,78.51,21.5,0.51,1.07,38.32,61.69,5.61,13.08,21.5,12.15,7.48,29.91,10.28,77.58,22.43,0.56,1.07,40.19,59.82
7.41,8.33,21.3,10.19,5.56,35.19,12.04,77.79,22.23,0.51,1.08,37.04,62.98,5.5,12.84,22.02,11.93,6.42,31.19,10.09,77.97,22.02,0.57,1.09,40.36,59.63
6.36,9.09,21.82,10.0,6.36,35.45,10.91,79.08,20.91,0.52,1.1,37.27,62.72,6.36,12.73,22.73,10.91,5.45,30.91,10.91,78.18,21.82,0.58,1.1,41.82,58.18
5.13,8.55,20.51,10.26,9.4,30.77,15.38,74.36,25.64,0.52,1.17,34.19,65.81,9.4,11.97,18.8,15.38,5.13,29.91,9.4,75.21,24.78,0.65,1.17,40.17,59.82
5.66,11.32,21.7,10.38,4.72,33.02,13.21,76.42,23.59,0.52,1.06,38.68,61.33,4.72,13.21,19.81,13.21,6.6,32.08,10.38,76.42,23.59,0.54,1.06,37.74,62.27
6.48,10.19,21.3,10.19,5.56,34.26,12.04,77.79,22.23,0.52,1.08,37.97,62.05,5.61,13.08,21.5,12.15,6.54,30.84,10.28,77.57,22.43,0.56,1.07,40.19,59.81
6.67,9.52,21.9,10.48,3.81,35.24,12.38,77.14,22.86,0.51,1.05,38.09,61.91,3.77,13.21,21.7,12.26,8.49,32.08,8.49,79.25,20.75,0.54,1.06,38.68,61.32
8.49,9.43,22.64,8.49,4.72,33.96,12.26,79.24,20.75,0.52,1.06,40.56,59.43,4.76,12.38,21.9,12.38,7.62,31.43,9.52,78.09,21.9,0.54,1.05,39.04,60.95
